"","YEAR","Sex","Race.Ethnicity","condition","AgeGroup","ASDR"
"855",2019,"Female","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",573.942329636375
"856",2019,"Female","Hispanic","ExternalCause","65+",60.1051458972743
"857",2019,"Female","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",50.9712822582165
"858",2019,"Female","Hispanic","Malignant.neoplasms..C00.C97.","65+",476.240531953279
"859",2019,"Female","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",63.1935277987351
"860",2019,"Female","Hispanic","nonCovid","65+",2524.61231433262
"861",2019,"Female","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",52.3461597590099
"862",2019,"Female","Hispanic","Septicemia..A40.A41.","65+",34.0709858752381
"863",2019,"Female","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",16.7942170644399
"864",2019,"Female","Hispanic","Unknown","65+",569.794148389492
"865",2019,"Female","Non-Hispanic Black","AllCause","65+",3760.48928964571
"866",2019,"Female","Non-Hispanic Black","Alzheimer.disease..G30.","65+",221.226216951932
"867",2019,"Female","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",298.109355975894
"868",2019,"Female","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",138.03093255815
"869",2019,"Female","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"870",2019,"Female","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",172.180033385398
"871",2019,"Female","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",939.005265261197
"872",2019,"Female","Non-Hispanic Black","ExternalCause","65+",69.5109397174352
"873",2019,"Female","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",65.5410625704394
"874",2019,"Female","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",742.201885030014
"875",2019,"Female","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",126.016754612507
"876",2019,"Female","Non-Hispanic Black","nonCovid","65+",3760.48928964571
"877",2019,"Female","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",48.2534425573492
"878",2019,"Female","Non-Hispanic Black","Septicemia..A40.A41.","65+",75.070809238407
"879",2019,"Female","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",36.5408816877542
"880",2019,"Female","Non-Hispanic Black","Unknown","65+",828.801710099229
"881",2019,"Female","Non-Hispanic White","AllCause","65+",3585.04959146608
"882",2019,"Female","Non-Hispanic White","Alzheimer.disease..G30.","65+",261.850496383261
"883",2019,"Female","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",233.967840951801
"884",2019,"Female","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",264.078086838895
"885",2019,"Female","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"886",2019,"Female","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",78.3730504233695
"887",2019,"Female","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",833.174396465252
"888",2019,"Female","Non-Hispanic White","ExternalCause","65+",111.384230699967
"889",2019,"Female","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",66.5881338252632
"890",2019,"Female","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",692.942819489389
"891",2019,"Female","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",60.1253629194715
"892",2019,"Female","Non-Hispanic White","nonCovid","65+",3585.04959146608
"893",2019,"Female","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",59.9679332838415
"894",2019,"Female","Non-Hispanic White","Septicemia..A40.A41.","65+",48.1396395020132
"895",2019,"Female","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",41.9134135373489
"896",2019,"Female","Non-Hispanic White","Unknown","65+",832.544187146208
"897",2019,"Male","All","AllCause","65+",4478.86184679362
"898",2019,"Male","All","Alzheimer.disease..G30.","65+",174.655898001451
"899",2019,"Male","All","Cerebrovascular.diseases..I60.I69.","65+",234.928132323561
"900",2019,"Male","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",271.129737147072
"901",2019,"Male","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"902",2019,"Male","All","Diabetes.mellitus..E10.E14.","65+",144.588095968298
"903",2019,"Male","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1202.40537002455
"904",2019,"Male","All","ExternalCause","65+",186.614795987748
"905",2019,"Male","All","Influenza.and.pneumonia..J09.J18.","65+",87.1417881440209
"906",2019,"Male","All","Malignant.neoplasms..C00.C97.","65+",992.282587109492
"907",2019,"Male","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",94.0324630413211
"908",2019,"Male","All","nonCovid","65+",4478.86184679362
"909",2019,"Male","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",81.3807551329552
"910",2019,"Male","All","Septicemia..A40.A41.","65+",60.7175906256829
"911",2019,"Male","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",39.7101750826725
"912",2019,"Male","All","Unknown","65+",909.274458204797
"913",2019,"Male","Hispanic","AllCause","65+",3385.57285595069
"914",2019,"Male","Hispanic","Alzheimer.disease..G30.","65+",151.590644187327
"915",2019,"Male","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",221.546367486939
"916",2019,"Male","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",135.978707720516
"917",2019,"Male","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"918",2019,"Male","Hispanic","Diabetes.mellitus..E10.E14.","65+",178.858008770391
"919",2019,"Male","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",857.864782216414
"920",2019,"Male","Hispanic","ExternalCause","65+",120.614440829379
"921",2019,"Male","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",72.9159242131119
"922",2019,"Male","Hispanic","Malignant.neoplasms..C00.C97.","65+",736.416027251967
"923",2019,"Male","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",86.1842650609548
"924",2019,"Male","Hispanic","nonCovid","65+",3385.57285595069
"925",2019,"Male","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",67.3480301793051
"926",2019,"Male","Hispanic","Septicemia..A40.A41.","65+",45.1128800426892
"927",2019,"Male","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",21.3231813474453
"928",2019,"Male","Hispanic","Unknown","65+",689.819596644249
"929",2019,"Male","Non-Hispanic Black","AllCause","65+",5274.12875618782
"930",2019,"Male","Non-Hispanic Black","Alzheimer.disease..G30.","65+",166.441219724897
"931",2019,"Male","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",337.290257211436
"932",2019,"Male","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",226.626119928684
"933",2019,"Male","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"934",2019,"Male","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",240.809011499045
"935",2019,"Male","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1406.87942216374
"936",2019,"Male","Non-Hispanic Black","ExternalCause","65+",166.727923833075
"937",2019,"Male","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",93.3818282469768
"938",2019,"Male","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",1201.29416638232
"939",2019,"Male","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",175.162418470698
"940",2019,"Male","Non-Hispanic Black","nonCovid","65+",5274.12875618782
"941",2019,"Male","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",66.0323937290275
"942",2019,"Male","Non-Hispanic Black","Septicemia..A40.A41.","65+",104.23602474405
"943",2019,"Male","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",45.3752375797856
"944",2019,"Male","Non-Hispanic Black","Unknown","65+",1043.87273267409
"945",2019,"Male","Non-Hispanic White","AllCause","65+",4627.65543817432
"946",2019,"Male","Non-Hispanic White","Alzheimer.disease..G30.","65+",183.605862457303
"947",2019,"Male","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",228.602024520505
"948",2019,"Male","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",299.975327016569
"949",2019,"Male","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",0
"950",2019,"Male","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",132.399302599177
"951",2019,"Male","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1250.26954514297
"952",2019,"Male","Non-Hispanic White","ExternalCause","65+",199.849100395093
"953",2019,"Male","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",88.4305916173575
"954",2019,"Male","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",1023.73106726591
"955",2019,"Male","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",88.4521553305801
"956",2019,"Male","Non-Hispanic White","nonCovid","65+",4627.65543817432
"957",2019,"Male","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",86.3477454956793
"958",2019,"Male","Non-Hispanic White","Septicemia..A40.A41.","65+",60.0782832123622
"959",2019,"Male","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",42.3952599269312
"960",2019,"Male","Non-Hispanic White","Unknown","65+",943.519173193886
"961",2020,"Both","All","AllCause","65+",4513.67707842157
"962",2020,"Both","All","Alzheimer.disease..G30.","65+",238.55823723465
"963",2020,"Both","All","Cerebrovascular.diseases..I60.I69.","65+",247.183919543459
"964",2020,"Both","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",231.384242346279
"965",2020,"Both","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",508.717625506507
"966",2020,"Both","All","Diabetes.mellitus..E10.E14.","65+",129.834395343892
"967",2020,"Both","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1001.52058867362
"968",2020,"Both","All","ExternalCause","65+",139.46799428991
"969",2020,"Both","All","Influenza.and.pneumonia..J09.J18.","65+",76.5603416424172
"970",2020,"Both","All","Malignant.neoplasms..C00.C97.","65+",792.642891272655
"971",2020,"Both","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",76.7382092842777
"972",2020,"Both","All","nonCovid","65+",4004.95945291507
"973",2020,"Both","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",66.2494083430524
"974",2020,"Both","All","Septicemia..A40.A41.","65+",53.5166004858302
"975",2020,"Both","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",40.0633388469308
"976",2020,"Both","All","Unknown","65+",911.239285608091
"977",2020,"Both","Hispanic","AllCause","65+",3960.81691710512
"978",2020,"Both","Hispanic","Alzheimer.disease..G30.","65+",213.808546766632
"979",2020,"Both","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",222.79753256686
"980",2020,"Both","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",106.3029938485
"981",2020,"Both","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",872.727829591676
"982",2020,"Both","Hispanic","Diabetes.mellitus..E10.E14.","65+",177.586231138393
"983",2020,"Both","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",760.940548327514
"984",2020,"Both","Hispanic","ExternalCause","65+",88.1513089892506
"985",2020,"Both","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",72.3966671764813
"986",2020,"Both","Hispanic","Malignant.neoplasms..C00.C97.","65+",571.63024833021
"987",2020,"Both","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",70.6369485396849
"988",2020,"Both","Hispanic","nonCovid","65+",3088.08908751344
"989",2020,"Both","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",58.4666424757853
"990",2020,"Both","Hispanic","Septicemia..A40.A41.","65+",40.4221346269548
"991",2020,"Both","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",21.1715766315261
"992",2020,"Both","Hispanic","Unknown","65+",683.777708095652
"993",2020,"Both","Non-Hispanic Black","AllCause","65+",5539.0761382054
"994",2020,"Both","Non-Hispanic Black","Alzheimer.disease..G30.","65+",232.037752064031
"995",2020,"Both","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",340.472260393813
"996",2020,"Both","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",178.12494384617
"997",2020,"Both","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",817.996685978561
"998",2020,"Both","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",236.861737331149
"999",2020,"Both","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1237.83715042872
"1000",2020,"Both","Non-Hispanic Black","ExternalCause","65+",118.551529072811
"1001",2020,"Both","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",93.5076702468877
"1002",2020,"Both","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",900.187726022399
"1003",2020,"Both","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",148.743560238439
"1004",2020,"Both","Non-Hispanic Black","nonCovid","65+",4721.07945222684
"1005",2020,"Both","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",63.1953910412278
"1006",2020,"Both","Non-Hispanic Black","Septicemia..A40.A41.","65+",89.8952929471189
"1007",2020,"Both","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",47.5052460458803
"1008",2020,"Both","Non-Hispanic Black","Unknown","65+",1034.15919254819
"1009",2020,"Both","Non-Hispanic White","AllCause","65+",4566.01844669652
"1010",2020,"Both","Non-Hispanic White","Alzheimer.disease..G30.","65+",249.947593401174
"1011",2020,"Both","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",242.222612625246
"1012",2020,"Both","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",262.191204527447
"1013",2020,"Both","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",434.88725677867
"1014",2020,"Both","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",112.084012143347
"1015",2020,"Both","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1027.53947360061
"1016",2020,"Both","Non-Hispanic White","ExternalCause","65+",151.319206004837
"1017",2020,"Both","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",75.3682204203214
"1018",2020,"Both","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",826.342228318814
"1019",2020,"Both","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",70.5028524410867
"1020",2020,"Both","Non-Hispanic White","nonCovid","65+",4131.13118991785
"1021",2020,"Both","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",69.5038871846723
"1022",2020,"Both","Non-Hispanic White","Septicemia..A40.A41.","65+",52.4913006969072
"1023",2020,"Both","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",42.38734835469
"1024",2020,"Both","Non-Hispanic White","Unknown","65+",949.231250198694
"1025",2020,"Female","All","AllCause","65+",3955.84993769589
"1026",2020,"Female","All","Alzheimer.disease..G30.","65+",271.903527466756
"1027",2020,"Female","All","Cerebrovascular.diseases..I60.I69.","65+",244.73897378846
"1028",2020,"Female","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",210.959528379617
"1029",2020,"Female","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",412.044328429252
"1030",2020,"Female","All","Diabetes.mellitus..E10.E14.","65+",105.42503281389
"1031",2020,"Female","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",820.776626193149
"1032",2020,"Female","All","ExternalCause","65+",101.019709552857
"1033",2020,"Female","All","Influenza.and.pneumonia..J09.J18.","65+",64.6216195516299
"1034",2020,"Female","All","Malignant.neoplasms..C00.C97.","65+",655.415335968389
"1035",2020,"Female","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",65.423823150412
"1036",2020,"Female","All","nonCovid","65+",3543.80560926664
"1037",2020,"Female","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",55.7019005304458
"1038",2020,"Female","All","Septicemia..A40.A41.","65+",48.6528585435496
"1039",2020,"Female","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",39.1175798719052
"1040",2020,"Female","All","Unknown","65+",860.049093455578
"1041",2020,"Female","Hispanic","AllCause","65+",3341.26710624936
"1042",2020,"Female","Hispanic","Alzheimer.disease..G30.","65+",240.697531158286
"1043",2020,"Female","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",212.950038391483
"1044",2020,"Female","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",88.4612265645558
"1045",2020,"Female","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",638.747407742099
"1046",2020,"Female","Hispanic","Diabetes.mellitus..E10.E14.","65+",150.789286582153
"1047",2020,"Female","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",623.516578067424
"1048",2020,"Female","Hispanic","ExternalCause","65+",59.3846799640476
"1049",2020,"Female","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",60.7698539534584
"1050",2020,"Female","Hispanic","Malignant.neoplasms..C00.C97.","65+",471.531767523807
"1051",2020,"Female","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",60.7088773559508
"1052",2020,"Female","Hispanic","nonCovid","65+",2702.51969850726
"1053",2020,"Female","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",49.9260120201138
"1054",2020,"Female","Hispanic","Septicemia..A40.A41.","65+",37.0296154225396
"1055",2020,"Female","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",19.3306958515454
"1056",2020,"Female","Hispanic","Unknown","65+",627.4235356519
"1057",2020,"Female","Non-Hispanic Black","AllCause","65+",4735.47745700434
"1058",2020,"Female","Non-Hispanic Black","Alzheimer.disease..G30.","65+",254.417957194736
"1059",2020,"Female","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",315.574943608987
"1060",2020,"Female","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",144.647402073863
"1061",2020,"Female","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",652.794549708766
"1062",2020,"Female","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",205.431691235369
"1063",2020,"Female","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1033.86205450965
"1064",2020,"Female","Non-Hispanic Black","ExternalCause","65+",73.0021855522546
"1065",2020,"Female","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",75.5874563725528
"1066",2020,"Female","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",725.212566246731
"1067",2020,"Female","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",130.914687222343
"1068",2020,"Female","Non-Hispanic Black","nonCovid","65+",4082.68290729557
"1069",2020,"Female","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",55.0884405429811
"1070",2020,"Female","Non-Hispanic Black","Septicemia..A40.A41.","65+",80.4673610688681
"1071",2020,"Female","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",42.6836798389196
"1072",2020,"Female","Non-Hispanic Black","Unknown","65+",945.792481828311
"1073",2020,"Female","Non-Hispanic White","AllCause","65+",4029.09555157828
"1074",2020,"Female","Non-Hispanic White","Alzheimer.disease..G30.","65+",286.43991521215
"1075",2020,"Female","Non-Hispanic White","Cerebrovascular.diseases..I60.I69.","65+",242.762504082862
"1076",2020,"Female","Non-Hispanic White","Chronic.lower.respiratory.diseases..J40.J47.","65+",244.543910279973
"1077",2020,"Female","Non-Hispanic White","COVID.19..U071..Underlying.Cause.of.Death.","65+",359.286483685873
"1078",2020,"Female","Non-Hispanic White","Diabetes.mellitus..E10.E14.","65+",87.2404071512592
"1079",2020,"Female","Non-Hispanic White","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",838.663681528055
"1080",2020,"Female","Non-Hispanic White","ExternalCause","65+",111.927356220487
"1081",2020,"Female","Non-Hispanic White","Influenza.and.pneumonia..J09.J18.","65+",64.3788178681795
"1082",2020,"Female","Non-Hispanic White","Malignant.neoplasms..C00.C97.","65+",685.492524008132
"1083",2020,"Female","Non-Hispanic White","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",58.8678153553915
"1084",2020,"Female","Non-Hispanic White","nonCovid","65+",3669.80906789241
"1085",2020,"Female","Non-Hispanic White","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",58.348468551239
"1086",2020,"Female","Non-Hispanic White","Septicemia..A40.A41.","65+",47.7362632541541
"1087",2020,"Female","Non-Hispanic White","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",42.1258202210036
"1088",2020,"Female","Non-Hispanic White","Unknown","65+",901.281584159522
"1089",2020,"Male","All","AllCause","65+",5228.76087615716
"1090",2020,"Male","All","Alzheimer.disease..G30.","65+",185.325525882944
"1091",2020,"Male","All","Cerebrovascular.diseases..I60.I69.","65+",246.020927016113
"1092",2020,"Male","All","Chronic.lower.respiratory.diseases..J40.J47.","65+",259.034438708069
"1093",2020,"Male","All","COVID.19..U071..Underlying.Cause.of.Death.","65+",636.213720183793
"1094",2020,"Male","All","Diabetes.mellitus..E10.E14.","65+",161.485670136803
"1095",2020,"Male","All","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1238.09779685914
"1096",2020,"Male","All","ExternalCause","65+",189.268539913594
"1097",2020,"Male","All","Influenza.and.pneumonia..J09.J18.","65+",93.4077992740683
"1098",2020,"Male","All","Malignant.neoplasms..C00.C97.","65+",978.549808289537
"1099",2020,"Male","All","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",92.9099118669847
"1100",2020,"Male","All","nonCovid","65+",4592.54715597337
"1101",2020,"Male","All","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",80.4518990247068
"1102",2020,"Male","All","Septicemia..A40.A41.","65+",60.1735314486912
"1103",2020,"Male","All","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",40.3053212396929
"1104",2020,"Male","All","Unknown","65+",967.515986313024
"1105",2020,"Male","Hispanic","AllCause","65+",4787.30664352767
"1106",2020,"Male","Hispanic","Alzheimer.disease..G30.","65+",169.803326540427
"1107",2020,"Male","Hispanic","Cerebrovascular.diseases..I60.I69.","65+",233.306435770176
"1108",2020,"Male","Hispanic","Chronic.lower.respiratory.diseases..J40.J47.","65+",132.243483715206
"1109",2020,"Male","Hispanic","COVID.19..U071..Underlying.Cause.of.Death.","65+",1189.0754211888
"1110",2020,"Male","Hispanic","Diabetes.mellitus..E10.E14.","65+",212.763805152578
"1111",2020,"Male","Hispanic","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",945.22987303081
"1112",2020,"Male","Hispanic","ExternalCause","65+",126.145875665867
"1113",2020,"Male","Hispanic","Influenza.and.pneumonia..J09.J18.","65+",89.1684956896528
"1114",2020,"Male","Hispanic","Malignant.neoplasms..C00.C97.","65+",710.830989854894
"1115",2020,"Male","Hispanic","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",84.7335543406757
"1116",2020,"Male","Hispanic","nonCovid","65+",3598.23122233887
"1117",2020,"Male","Hispanic","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",70.4119655607575
"1118",2020,"Male","Hispanic","Septicemia..A40.A41.","65+",45.2347276525717
"1119",2020,"Male","Hispanic","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",23.4131445787797
"1120",2020,"Male","Hispanic","Unknown","65+",754.945544786474
"1121",2020,"Male","Non-Hispanic Black","AllCause","65+",6754.42440386958
"1122",2020,"Male","Non-Hispanic Black","Alzheimer.disease..G30.","65+",185.760997996293
"1123",2020,"Male","Non-Hispanic Black","Cerebrovascular.diseases..I60.I69.","65+",371.276593263031
"1124",2020,"Male","Non-Hispanic Black","Chronic.lower.respiratory.diseases..J40.J47.","65+",231.801589056534
"1125",2020,"Male","Non-Hispanic Black","COVID.19..U071..Underlying.Cause.of.Death.","65+",1079.66677743034
"1126",2020,"Male","Non-Hispanic Black","Diabetes.mellitus..E10.E14.","65+",284.790531957896
"1127",2020,"Male","Non-Hispanic Black","Diseases.of.heart..I00.I09.I11.I13.I20.I51.","65+",1542.70873920151
"1128",2020,"Male","Non-Hispanic Black","ExternalCause","65+",185.831206013204
"1129",2020,"Male","Non-Hispanic Black","Influenza.and.pneumonia..J09.J18.","65+",122.378574378855
"1130",2020,"Male","Non-Hispanic Black","Malignant.neoplasms..C00.C97.","65+",1182.50644697754
"1131",2020,"Male","Non-Hispanic Black","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.","65+",177.258298257205
"1132",2020,"Male","Non-Hispanic Black","nonCovid","65+",5674.75762643924
"1133",2020,"Male","Non-Hispanic Black","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.","65+",75.7128045444025
"1134",2020,"Male","Non-Hispanic Black","Septicemia..A40.A41.","65+",104.86821104324
"1135",2020,"Male","Non-Hispanic Black","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.","65+",53.6456013961963
"1136",2020,"Male","Non-Hispanic Black","Unknown","65+",1156.21803235333
"1137",2020,"Male","Non-Hispanic White","AllCause","65+",5238.22024606085
"1138",2020,"Male","Non-Hispanic White","Alzheimer.disease..G30.","65+",193.303147528545
